Nro;ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCA;AMIE;INSTITUCIO;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;DOTACIÓN;TIPO_DE_PR;Longitud;Latitud
82;Zona 3;18D01;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA);Ordinario;18H00175;UNIDAD EDUCATIVA ATAHUALPA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-78,61180798;-1,214643263
83;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;07H00596;ESCUELA DE EDUCACIÓN BÁSICA OSCAR EFREN REYES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,82952782;-3,24280595
84;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;07H00605;ESCUELA DE EDUCACION BASICA ZOILA UGARTE DE LANDIVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,83363895;-3,245055994
85;Zona 6;01D01;AZUAY;CUENCA;CHECA (JIDCAY);Ordinario;01H00578;UNIDAD EDUCATIVA CHECA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-78,99424999;-2,812416658
86;Zona 6;01D01;AZUAY;CUENCA;RICAURTE;Ordinario;01H00764;ESCUELA DE EDUCACIÓN BÁSICA  HNO ENRIQUE VAZQUEZ PACHECO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente menor;Rural;Inicial y EGB;2027;ML_Mo;BANCO MUNDIAL;-78,95350361;-2,872754145
87;Zona 7;07D01;EL ORO;EL GUABO;BARBONES (SUCRE);Ordinario;07H00635;UNIDAD EDUCATIVA PROVINCIA DE LOS RIOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,8526112;-3,190472567
88;Zona 6;01D04;AZUAY;GUALACEO;SAN JUAN;Ordinario;01H01870;UNIDAD EDUCATIVA DEL MILENIO PAIGUARA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-78,79539359;-2,942420811
89;Zona 6;01D01;AZUAY;CUENCA;RICAURTE;Ordinario;01H00777;ESCUELA DE EDUCACIÓN BÁSICA VICENTE LEON PICON;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-78,97893434;-2,845447911
90;Zona 1;08D04;ESMERALDAS;QUININDE;MALIMPIA;Ordinario;08H00979;UNIDAD EDUCATIVA GABRIELA MISTRAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,19845335;0,417859213
91;Zona 7;07D01;EL ORO;EL GUABO;TENDALES (CAB. EN PUERTO TENDALES);Ordinario;07H00673;UNIDAD EDUCATIVA JAMBELI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,88887193;-3,112499237
92;Zona 7;07D01;EL ORO;EL GUABO;RIO BONITO;Ordinario;07H00657;UNIDAD EDUCATIVA DR CARLOS CORNEJO ORBE;Fiscal;Intercultural;Presencial;Costa;Pluridocente mayor;Rural;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,76523328;-3,105232478
93;Zona 4;13D03;MANABI;JIPIJAPA;PEDRO PABLO GOMEZ;Ordinario;13H02069;ESCUELA DE EDUCACION BASICA ISIDRO AYORA ECUADOR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-80,56025;-1,624527779
94;Zona 6;03D03;CAÑAR;LA TRONCAL;MANUEL J. CALLE;Ordinario;03H00530;UNIDAD EDUCATIVA MANUEL DE J. CALLE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,39845076;-2,355723273
95;Zona 6;01D01;AZUAY;CUENCA;RICAURTE;Ordinario;01H00770;ESCUELA DE EDUCACIÓN BÁSICA MANUEL MARIA PALACIOS BRAVO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial y EGB;2027;ML_Mo;BANCO MUNDIAL;-78,97352764;-2,843025671
96;Zona 4;13D08;MANABI;PICHINCHA;BARRAGANETE;Ordinario;13H03066;UNIDAD EDUCATIVA FISCAL ERNESTO VELASQUEZ KUFFO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,69953239;-0,77030518
97;Zona 2;17D11;PICHINCHA;MEJIA;CUTUGLAHUA;Ordinario;17H02294;SANTO DOMINGO DE CUTUGLAHUA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2027;ML_Mo_JE;BANCO MUNDIAL;-78,56358992;-0,373675521
98;Zona 6;01D01;AZUAY;CUENCA;CHIQUINTAD;Ordinario;01H00581;UNIDAD EDUCATIVA CHIQUINTAD;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-78,99953569;-2,80997913
99;Zona 6;03D03;CAÑAR;LA TRONCAL;MANUEL J. CALLE;Ordinario;03H00554;UNIDAD EDUCATIVA AMAZONAS;FISCAL;Intercultural;Presencial y Semipresencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,30199951;-2,344381914
100;Zona 6;01D04;AZUAY;GUALACEO;DANIEL CORDOVA TORAL (EL ORIENTE);Ordinario;01H01026;ESCUELA DE EDUCACION BASICA DR MARIANO CUEVA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-78,74222225;-2,875555511
101;Zona 7;07D01;EL ORO;PASAJE;BUENAVISTA;Ordinario;07H00866;ESCUELA DE EDUCACIÓN BÁSICA MANUEL ISAAC ENCALADA ZUÑIGA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,84450003;-3,361722203
102;Zona 6;03D03;CAÑAR;LA TRONCAL;PANCHO NEGRO;Ordinario;03H00558;UNIDAD EDUCATIVA 6 DE AGOSTO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,37811888;-2,450394296
103;Zona 6;03D03;CAÑAR;LA TRONCAL;LA TRONCAL;Ordinario;03H00510;ESCUELA DE EDUCACIÓN BÁSICA 5 DE FEBRERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,33565899;-2,421681465
104;Zona 6;01D06;AZUAY;SEVILLA DE ORO;PALMAS;Ordinario;01H01512;UNIDAD EDUCATIVA LAS PALMAS;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,63328799;-2,719749004
105;Zona 7;07D01;EL ORO;PASAJE;CAÑAQUEMADA;Ordinario;07H00918;ESCUELA DE EDUCACIÓN BÁSICA TEMISTOCLES ROMERO LUCIN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,81838893;-3,294861485
106;Zona 7;07D04;EL ORO;PIÑAS;LA MATRIZ;Ordinario;07H00925;ESCUELA DE EDUCACIÓN BÁSICA TERESA MOLINA DE MUÑOZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,67794626;-3,681113217
107;Zona 7;07D04;EL ORO;PIÑAS;LA MATRIZ;Ordinario;07H00943;ESCUELA DE EDUCACIÓN BÁSICA DR GONZALO ABAD GRIJALVA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,68000033;-3,681914815
108;Zona 7;07D04;EL ORO;PIÑAS;LA MATRIZ;Ordinario;07H00950;ESCUELA DE EDUCACIÓN BÁSICA DR FEDERICO GONZALEZ SUÁREZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,68380775;-3,680669695
109;Zona 7;07D04;EL ORO;PIÑAS;LA BOCANA;Ordinario;07H00971;ESCUELA DE EDUCACION BASICA DR. MIGUEL MORENO ORDOÑEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente menor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,90150276;-3,688553052
110;Zona 7;07D04;EL ORO;PIÑAS;SARACAY;Ordinario;07H00991;UNIDAD EDUCATIVA JUAN JOSÉ LOAYZA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,85958289;-3,646649727
111;Zona 7;07D06;EL ORO;SANTA ROSA;SANTA ROSA;Ordinario;07H01035;ESCUELA DE EDUCACIÓN BÁSICA SIMÓN BOLÍVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-80,00541331;-3,455183217
112;Zona 7;07D06;EL ORO;SANTA ROSA;SANTA ROSA;Ordinario;07H01036;UNIDAD EDUCATIVA DR ALFREDO PÉREZ GUERRERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,96647861;-3,455864397
113;Zona 7;07D06;EL ORO;SANTA ROSA;SANTA ROSA;Ordinario;07H01062;UNIDAD EDUCATIVA EUGENIO ESPEJO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,9614111;-3,443431054
114;Zona 7;07D06;EL ORO;SANTA ROSA;SANTA ROSA;Ordinario;07H01105;ESCUELA DE EDUCACIÓN BÁSICA GUILLERMINA UNDA DE GARCÍA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,97098859;-3,447811108
115;Zona 7;07D06;EL ORO;SANTA ROSA;BELLAVISTA;Ordinario;07H01125;UNIDAD EDUCATIVA ORIENTE ECUATORIANO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,96736205;-3,501486306
116;Zona 7;07D06;EL ORO;SANTA ROSA;LA AVANZADA;Ordinario;07H01141;UNIDAD EDUCATIVA 13 DE ABRIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,96148663;-3,534595134
117;Zona 7;07D06;EL ORO;SANTA ROSA;VICTORIA;Ordinario;07H01166;UNIDAD EDUCATIVA JUAN MONTALVO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,83880638;-3,395769559
118;Zona 7;07D06;EL ORO;SANTA ROSA;VICTORIA;Ordinario;07H01169;UNIDAD EDUCATIVA ROSA DE LUXEMBURGO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,85774004;-3,370229849
119;Zona 7;07D01;EL ORO;EL GUABO;TENDALES (CAB. EN PUERTO TENDALES);Ordinario;07H01493;UNIDAD EDUCATIVA GENERAL ELOY ALFARO DELGADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,85266011;-3,126253438
120;Zona 1;04D02;CARCHI;MONTUFAR;GONZALEZ SUAREZ;Ordinario;04H00335;UNIDAD EDUCATIVA JOSE JULIAN ANDRADE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-77,83702259;0,599491965
121;Zona 1;08D01;ESMERALDAS;ESMERALDAS;CAMARONES (CAB. EN SAN VICENTE);Ordinario;08H00210;UNIDAD EDUCATIVA FRANKLIN TELLO MERCADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,56515462;0,991329704
122;Zona 1;08D01;ESMERALDAS;ESMERALDAS;CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE);Ordinario;08H00221;UNIDAD EDUCATIVA 10 DE SEPTIEMBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,68897426;0,710885877
123;Zona 1;08D06;ESMERALDAS;RIOVERDE;LAGARTO;Ordinario;08H01410;UNIDAD EDUCATIVA AURELIA BECERRA DE QUIÑONEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,27858373;1,043032954
124;Zona 6;01D01;AZUAY;CUENCA;BELLAVISTA;Ordinario;01H00061;UNIDAD EDUCATIVA TRES DE NOVIEMBRE;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,00826181;-2,891377685
125;Zona 1;08D01;ESMERALDAS;ESMERALDAS;SAN MATEO;Ordinario;08H00309;ESCUELA DE EDUCACION BASICA DELFINA JIJON DE CONCHA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,63082264;0,867647582
126;Zona 1;08D01;ESMERALDAS;ESMERALDAS;BARTOLOME RUIZ (CESAR FRANCO CARRION);Ordinario;08H00187;UNIDAD EDUCATIVA DR. LUIS PRADO VITERI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,65501345;0,98355314
127;Zona 1;08D01;ESMERALDAS;ESMERALDAS;SIMON PLATA TORRES;Ordinario;08H00369;UNIDAD EDUCATIVA ALFONSO QUIÑONEZ GEORGE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,68471913;0,92059058
128;Zona 1;08D01;ESMERALDAS;ESMERALDAS;ESMERALDAS;Ordinario;08H00141;ESCUELA DE EDUCACIÓN BÁSICA JOSÉ MARÍA VELASCO IBARRA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,65435935;0,961995218
129;Zona 1;08D01;ESMERALDAS;ESMERALDAS;5 DE AGOSTO;Ordinario;08H00391;UNIDAD EDUCATIVA  15 DE MARZO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,67523368;0,934109739
130;Zona 1;08D01;ESMERALDAS;ESMERALDAS;SIMON PLATA TORRES;Ordinario;08H00395;UNIDAD EDUCATIVA  RAUL DELGADO GARAY;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,68234951;0,9086396
131;Zona 1;04D03;CARCHI;ESPEJO;SAN ISIDRO;Ordinario;04H00203;UNIDAD EDUCATIVA SAN ISIDRO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-77,98802503;0,600383931
132;Zona 1;08D02;ESMERALDAS;ELOY ALFARO;LA TOLA;Ordinario;08H00449;UNIDAD EDUCATIVA 17 DE DICIEMBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,07643853;1,049823311
133;Zona 1;08D02;ESMERALDAS;ELOY ALFARO;MALDONADO;Ordinario;08H00496;UNIDAD EDUCATIVA MALDONADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,94948909;1,042780166
134;Zona 1;08D02;ESMERALDAS;ELOY ALFARO;COLON ELOY DEL MARIA;Ordinario;08H00562;UNIDAD EDUCATIVA RAFAEL ASTUDILLO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,9088591;1,01979759
135;Zona 1;08D03;ESMERALDAS;MUISNE;SAN FRANCISCO;Ordinario;08H00620;UNIDAD EDUCATIVA  SAN FRANCISCO DEL CABO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-80,06039723;0,664272114
136;Zona 1;08D03;ESMERALDAS;MUISNE;SAN GREGORIO;Ordinario;08H00663;UNIDAD EDUCATIVA GABRIEL IRIARTE RIOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,97251666;0,500895682
137;Zona 1;08D04;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);Ordinario;08H00695;UNIDAD EDUCATIVA 12 DE ENERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,57598975;0,2968224
138;Zona 1;08D04;ESMERALDAS;QUININDE;VICHE;Ordinario;08H00737;UNIDAD EDUCATIVA TARQUI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,541919;0,659205018
139;Zona 1;08D04;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);Ordinario;08H00683;ESCUELA DE EDUCACION GENERAL BASICA FISCAL  9 DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,46944442;0,336041208
140;Zona 6;01D01;AZUAY;CUENCA;MACHANGARA;Ordinario;01H00237;UNIDAD EDUCATIVA CAZADORES DE LOS RIOS;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,95996958;-2,882557542
141;Zona 1;08D05;ESMERALDAS;SAN LORENZO;SAN LORENZO;Ordinario;08H02400;UNIDAD EDUCATIVA “22 DE MARZO”;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,82989031;1,281022628
142;Zona 1;08D04;ESMERALDAS;QUININDE;MALIMPIA;Ordinario;08H00917;ESCUELA EB  EDEN DEL SADE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,33655101;0,520754014
143;Zona 1;08D04;ESMERALDAS;QUININDE;MALIMPIA;Ordinario;08H00976;UNIDAD EDUCATIVA DEL MILENIO MALIMPIA;FISCAL;Intercultural;Presencial y Semipresencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,41633224;0,395170296
144;Zona 1;08D04;ESMERALDAS;QUININDE;VICHE;Ordinario;08H01016;UNIDAD EDUCATIVA JUAN CARLOS MATHEUS POZO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,541767;0,652631989
145;Zona 1;04D03;CARCHI;ESPEJO;LA LIBERTAD (ALIZO);Ordinario;04H00241;UNIDAD EDUCATIVA LIBERTAD;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-77,94516671;0,656305536
146;Zona 1;08D04;ESMERALDAS;QUININDE;LA UNION;Ordinario;08H01050;UNIDAD EDUCATIVA CIUDAD DE AMBATO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,36165783;0,131882675
147;Zona 1;08D04;ESMERALDAS;QUININDE;LA UNION;Ordinario;08H01059;UNIDAD EDUCATIVA QUITO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,4017584;0,136126828
148;Zona 4;23D03;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA VILLEGAS;Ordinario;08H01106;UNIDAD EDUCATIVA ANTONIO  ALOMIA LLORY;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,44398624;-0,06018743
149;Zona 4;13D07;MANABI;CHONE;BOYACA;Ordinario;13H01116;UNIDAD EDUCATIVA JUAN CRUZ AIZPRUA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-80,17719445;-0,572500004
150;Zona 4;13D09;MANABI;PAJAN;CAMPOZANO (LA PALMA DE PAJAN);Ordinario;13H02905;UNIDAD EDUCATIVA “CAMPOZANO”;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-80,39909972;-1,593600134
151;Zona 4;23D03;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA;Ordinario;08H01144;UNIDAD EDUCATIVA DR  ANDRES F CORDOVA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,38365269;0,01835869
152;Zona 4;23D03;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA;Ordinario;08H01169;ROSA ZARATE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,39883794;0,000698359
153;Zona 1;08D05;ESMERALDAS;SAN LORENZO;SAN LORENZO;Ordinario;08H01189;UNIDAD EDUCATIVA JOSE OTILIO RAMIREZ REINA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,82166998;1,286670016
154;Zona 1;08D05;ESMERALDAS;SAN LORENZO;SAN LORENZO;Ordinario;08H01195;UNIDAD EDUCATIVA 26 DE AGOSTO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-78,83647773;1,287844985
155;Zona 1;08D05;ESMERALDAS;SAN LORENZO;CARONDELET;Ordinario;08H01220;ESCUELA DE EDUCACIÓN BÁSICA REMIGIO CRESPO TORAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2027;ML_Mo;BANCO MUNDIAL;-78,77267;1,127919977
156;Zona 1;08D05;ESMERALDAS;SAN LORENZO;SANTA RITA;Ordinario;08H01244;ESCUELA EGB GENERAL JULIO ANDRADE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente menor;Rural;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-78,72792122;1,098531139
157;Zona 1;08D05;ESMERALDAS;SAN LORENZO;SANTA RITA;Ordinario;08H01246;UNIDAD EDUCATIVA JOSE GABRIEL BATALLAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-78,70361;1,091609956
158;Zona 1;08D02;ESMERALDAS;ELOY ALFARO;ANCHAYACU;Ordinario;08H00437;UNIDAD EDUCATIVA 2 DE AGOSTO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2027;ML_Mo;BANCO MUNDIAL;-79,0600422;0,91332307
159;Zona 1;08D03;ESMERALDAS;ATACAMES;ATACAMES;Ordinario;08H01276;UNIDAD EDUCATIVA  LCDA AGUEDA GONZALEZ QUIÑONEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2027;ML_Mo_JE;BANCO MUNDIAL;-79,84855547;0,868654364
160;Zona 1;08D03;ESMERALDAS;ATACAMES;TONSUPA;Ordinario;08H01318;ESCUELA DE EDUCACION BASICA VICTORIA VASQUEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,81678807;0,875880767
161;Zona 1;08D03;ESMERALDAS;ATACAMES;TONSUPA;Ordinario;08H01327;UNIDAD EDUCATIVA  ANTONIO ANTE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,76399904;0,868509889
162;Zona 1;08D03;ESMERALDAS;ATACAMES;TONSUPA;Ordinario;08H01332;UNIDAD EDUCATIVA  CORONEL HELEODORO SAENZ RIVADENEIRA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo;BANCO MUNDIAL;-79,82108981;0,883814917
163;Zona 1;08D03;ESMERALDAS;ATACAMES;TONSUPA;Ordinario;08H01341;ESCUELA DE EDUCACION BASICA  ZOILA UGARTE DE LANDIVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2027;ML_Mo_JE;BANCO MUNDIAL;-79,81184292;0,885114479
