Nro;ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCA;AMIE;INSTITUCIO;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;DOTACIÓN;TIPO_DE_PR;Longitud;Latitud
930;Zona 5;12D01;LOS RIOS;BABA;ISLA DE BEJUCAL;Ordinario;12H00487;ESCUELA DE EDUCACION BASICA ANGEL VILLAMARIN ORTIZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,64522069;-1,676922505
931;Zona 5;12D01;LOS RIOS;BABA;BABA;Ordinario;12H00409;UNIDAD EDUCATIVA JUAN MONTALVO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,67930981;-1,784850598
932;Zona 5;12D01;LOS RIOS;BABAHOYO;CARACOL;Ordinario;12H00173;ESCUELA DE EDUCACION BASICA SOFIA ALARCON DE ESPIN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,42988667;-1,73182844
933;Zona 5;12D01;LOS RIOS;BABAHOYO;FEBRES CORDERO (LAS JUNTAS);Ordinario;12H00175;CENTRO DE EDUCACION INICIAL MARIETA GONZALEZ DE MANTILLA;FISCAL;Intercultural;PRESENCIAL;COSTA;Bidocente;Rural;Educación Inicial;2028;ML_Mo;FISCAL;-79,40239163;-1,958288343
934;Zona 5;12D01;LOS RIOS;BABAHOYO;FEBRES CORDERO (LAS JUNTAS);Ordinario;12H00562;ESCUELA DE EDUCACION BASICA O.E.A.;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,42586528;-1,879778552
935;Zona 5;12D01;LOS RIOS;BABAHOYO;PIMOCHA;Ordinario;12H00291;ESCUELA DE EDUCACION BASICA DR. VICTOR MANUEL ANDRADE LARA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,56041526;-1,768126985
936;Zona 5;12D01;LOS RIOS;BABAHOYO;LA UNION;Ordinario;12H00342;UNIDAD EDUCATIVA ECUADOR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,39228421;-1,706486248
937;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;12H00541;UNIDAD EDUCATIVA “LA INMACULADA”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,28654638;-1,790190247
938;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;12H00547;UNIDAD EDUCATIVA AB. JAIME ROLDOS AGUILERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,29328673;-1,786258172
939;Zona 5;12D02;LOS RIOS;PUEBLOVIEJO;PUEBLOVIEJO;Ordinario;12H00617;ESCUELA DE EDUCACION BASICA MIGUEL SUAREZ SEMINARIO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,53377191;-1,550981716
940;Zona 5;12D02;LOS RIOS;PUEBLOVIEJO;PUEBLOVIEJO;Ordinario;12H00621;ESCUELA DE EDUCACION BASICA GUILLERMO AROSEMENA CORONEL;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,53214588;-1,550076156
941;Zona 5;12D02;LOS RIOS;URDANETA;RICAURTE;Ordinario;12H01025;ESCUELA DE EDUCACION BASICA GABRIEL GARCIA MORENO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,46909779;-1,569204511
942;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;12H01959;ESCUELA DE EDUCACIÓN BÁSICA CAPITAN  EDMUNDO CHIRIBOGA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,5003006;-1,077394363
943;Zona 5;12D03;LOS RIOS;QUEVEDO;SAN CARLOS;Ordinario;12H00968;ESCUELA DE EDUCACIÓN BÁSICA WILSON GOMEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,43548582;-1,17171117
944;Zona 5;12D04;LOS RIOS;QUINSALOMA;QUINSALOMA;Ordinario;12H01199;ESCUELA DE EDUCACION BASICA CALICUCHIMA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,3151373;-1,205426108
945;Zona 5;12D04;LOS RIOS;VENTANAS;ZAPOTAL;Ordinario;12H01221;ESCUELA DE EDUCACION BASICA REMIGIO ROMERO Y CORDERO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,37850567;-1,41867728
946;Zona 5;12D04;LOS RIOS;VENTANAS;VENTANAS;Ordinario;12H01082;UNIDAD EDUCATIVA ANA ROSA VALDIVIESO DE LANDIVAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,46797337;-1,455403042
947;Zona 5;12D04;LOS RIOS;VENTANAS;VENTANAS;Ordinario;12H01099;ESCUELA DE EDUCACION BASICA CIUDAD DE VENTANAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,46292675;-1,449891801
948;Zona 5;12D04;LOS RIOS;VENTANAS;LOS ANGELES;Ordinario;02H00462;ESCUELA DE EDUCACION BASICA ERNESTO CHE GUEVARA;FISCAL;Intercultural;PRESENCIAL;COSTA;Unidocente;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,33573819;-1,437004859
949;Zona 5;12D05;LOS RIOS;PALENQUE;PALENQUE;Ordinario;12H01492;UNIDAD EDUCATIVA DEL MILENIO NICOLAS INFANTE DÍAZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,76403585;-1,447390998
950;Zona 5;12D05;LOS RIOS;VINCES;ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES);Ordinario;12H01427;ESCUELA DE EDUCACIÓN BÁSICA ARCADIO SOTO SANTANA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,80206167;-1,640971047
951;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;12H01406;ESCUELA DE EDUCACIÓN BÁSICA PROF CARLOS COELLO YCAZA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,7515609;-1,558747294
952;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;12H01409;ESCUELA DE EDUCACIÓN BÁSICA ANGEL VELIZ MENDOZA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,74920418;-1,561947845
953;Zona 5;12D06;LOS RIOS;VALENCIA;VALENCIA;Ordinario;12H01726;EUGENIO ESPEJO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,41010498;-0,913939308
954;Zona 5;12D06;LOS RIOS;VALENCIA;VALENCIA;Ordinario;12H01782;UNIDAD EDUCATIVA FEDERICO INTRIAGO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-79,43819136;-0,80077621
955;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;12H01589;NICOLAS INFANTE DIAZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,49245969;-0,887059698
956;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;12H01624;GRAN COLOMBIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,46402513;-0,765469119
957;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;12H01641;TIWINZA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,49002188;-0,872081617
958;Zona 5;24D01;SANTA ELENA;SANTA ELENA;MANGLARALTO;Ordinario;24H00168;ESCUELA DE EDUCACIÓN BÁSICA ANGEL SIMON YAGUAL;FISCAL;Intercultural;PRESENCIAL;COSTA;Unidocente;Rural;Educación General Básica;2028;ML_Mo;FISCAL;-80,70871803;-1,826655967
959;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SANTA ELENA;Ordinario;24H00023;ESCUELA DE EDUCACIÓN BÁSICA VEINTICUATRO DE JULIO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-80,86001049;-2,223808654
960;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SANTA ELENA;Ordinario;24H00036;UNIDAD EDUCATIVA DR. OTTO AROSEMENA GÓMEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo_JE;FISCAL;-80,85613101;-2,229131169
961;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;24H00219;UNIDAD EDUCATIVA JOSÉ ANTONIO GARCÍA CANDO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-80,90818462;-2,240317652
962;Zona 7;07D01;EL ORO;EL GUABO;LA IBERIA;Ordinario;07H00639;ESCUELA DE EDUCACIÓN BÁSICA GUADALUPE FERNANDEZ DE CASTRO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,86883343;-3,256583716
963;Zona 7;07D01;EL ORO;PASAJE;LA PEAÑA;Ordinario;07H00880;UNIDAD EDUCATIVA OLIVA CARDENAS  DE SANCHEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,85111115;-3,312889284
964;Zona 7;07D01;EL ORO;PASAJE;BOLIVAR;Ordinario;07H00787;ESCUELA DE EDUCACION BASICA PRIMERO DE NOVIEMBRE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,80875002;-3,333000457
965;Zona 7;19D04;ZAMORA CHINCHIPE;YANTZAZA (YANZATZA);YANTZAZA (YANZATZA);Ordinario;19H00273;ESCUELA DE EDUCACION BASICA MARIA PAULINA SOLIS;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-78,76273458;-3,827716918
966;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02378;UNIDAD EDUCATIVA FISCAL DRA. MARIA LUISA MARISCAL DE GUEVARA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;ML_Mo;FISCAL;-79,87375532;-2,256270603
967;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02423;ESCUELA DE EDUCACIÓN BÁSICA FISCAL FLORA SALAZAR DE LOOR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,89440756;-2,263710524
968;Zona 8;09D01;GUAYAS;GUAYAQUIL;PUNA;Ordinario;09H02826;Escuela de Educación Básica Fiscal Nicolás Augusto González;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,90809213;-2,739809645
969;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02056;ESCUELA DE EDUCACION BASICA FISCAL HEROES DEL CENEPA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo_JE;FISCAL;-79,91721659;-2,242029183
970;Zona 8;09D02;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;09H02488;ESCUELA DE EDUCACIÓN BÁSICA FISCAL CIUDAD DE CUENCA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,90055788;-2,252667414
971;Zona 8;09D03;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;09H00615;ESCUELA DE EDUCACION BASICA FISCAL ESPERANZA CAPUTI OLVERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,90348187;-2,207152697
972;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;09H00082;ESCUELA DE EDUCACION BASICA FISCAL DESTACAMENTO DE PAQUISHA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,93692417;-2,230058633
973;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;09H00315;REGION AMAZONICA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,93309856;-2,225900571
974;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;09H00339;DIVISION DE INFANTERIA N 3 GUAYAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,9389072;-2,212744494
975;Zona 8;09D04;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;09H00389;HOMERO ESPINOZA RENDON  N 189;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;ML_Mo;FISCAL;-79,91694521;-2,216450777
