Nro_;ZONA;DISTRITO;PROVINCIA;CANTÓN;PARROQUIA;TIPO_EDUCA;INSTITUCI;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;Tipo_de_Pr;AMIE;Longitud;Latitud
1160;Zona 4;13D05;MANABI;EL CARMEN;SAN PEDRO DE SUMA;Ordinario;UNIDAD EDUCATIVA “CRISTÓBAL COLÓN”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;13H01668;-79,61616666;-0,109277773
1161;Zona 4;13D05;MANABI;EL CARMEN;EL CARMEN;Ordinario;"ESCUELA DE EDUCACIÓN BÁSICA ""LUIS ARCENIO CRUZ BOHÓRQUEZ""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;13H01475;-79,41397981;-0,260750458
1162;Zona 4;13D05;MANABI;EL CARMEN;EL CARMEN;Ordinario;UNIDAD EDUCATIVA ANTONIO JOSE DE SUCRE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H01595;-79,44607124;-0,323535754
1163;Zona 4;13D05;MANABI;EL CARMEN;4 DE DICIEMBRE;Ordinario;UNIDADA EDUCATIVA MARIA ESTHER ENDERICA ENDARA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;13H01542;-79,47683627;-0,229900703
1164;Zona 4;13D05;MANABI;EL CARMEN;SANTA MARIA (CAB EN SANTA MARIA);Ordinario;UNIDAD EDUCATIVA “SANTA MARÍA”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H01464;-79,60880496;-0,669193713
1165;Zona 4;13D06;MANABI;BOLIVAR;MEMBRILLO;Ordinario;UNIDAD EDUCATIVA  MEMBRILLO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;13H00831;-79,92794478;-0,845756072
1166;Zona 4;13D06;MANABI;BOLIVAR;CALCETA;Ordinario;UNIDAD EDUCATIVA MONSERRATE ALAVA DE GONZALEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;13H00787;-80,17679841;-0,845102574
1167;Zona 4;13D06;MANABI;BOLIVAR;CALCETA;Ordinario;CENTRO DE EDUCACIÓN INICIAL AMADO VIRGILIO QUIROZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial;2028;Fiscal;13H01109;-80,16355226;-0,847862997
1168;Zona 4;13D07;MANABI;CHONE;CANUTO;Ordinario;UNIDAD EDUCATIVA DR. LUIS CORDERO CRESPO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;13H01182;-80,12780556;-0,800277778
1169;Zona 4;13D07;MANABI;CHONE;CANUTO;Ordinario;UNIDAD EDUCATIVA TEMÍSTOCLES CHICA SALDARREAGA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H05091;-80,06504547;-0,784124607
1170;Zona 4;13D07;MANABI;CHONE;CONVENTO;Ordinario;UNIDAD EDUCATIVA DR. JOSÉ MARÍA EGAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H05429;-80,04099998;-0,27574999
1171;Zona 4;13D07;MANABI;CHONE;RICAURTE;Ordinario;UNIDAD EDUCATIVA COLÓN ARTEAGA GARCÍA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H05404;-80,03875629;-0,578113615
1172;Zona 4;13D07;MANABI;CHONE;CHONE;Ordinario;UNIDAD EDUCATIVA MAGALY MASSON DE VALLE CARRERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H00944;-80,10226162;-0,69687104
1173;Zona 4;13D07;MANABI;CHONE;CHONE;Ordinario;UNIDAD EDUCATIVA EUGENIO ESPEJO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H00964;-80,09803314;-0,69596712
1174;Zona 4;13D07;MANABI;CHONE;CHONE;Ordinario;UNIDAD EDUCATIVA AMÉRICA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;13H00992;-80,09894338;-0,707755691
1175;Zona 4;13D07;MANABI;FLAVIO ALFARO;ZAPALLO;Ordinario;UNIDAD EDUCATIVA RAYMUNDO AVEIGA MOREIRA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H05401;-80,00136038;-0,439704493
1176;Zona 4;13D07;MANABI;FLAVIO ALFARO;FLAVIO ALFARO;Ordinario;UNIDAD EDUCATIVA FLAVIO ALFARO N° 52;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;13H01724;-79,90721841;-0,40692089
1177;Zona 4;13D07;MANABI;FLAVIO ALFARO;FLAVIO ALFARO;Ordinario;UNIDAD EDUCATIVA DR. CARLOS ROMO DÁVILA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;13H05165;-79,90055679;-0,40666463
1178;Zona 4;13D08;MANABI;PICHINCHA;BARRAGANETE;Ordinario;UNIDAD EDUCATIVA RIO CONGUILLO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H04696;-79,7571576;-0,79298965
1179;Zona 4;13D08;MANABI;PICHINCHA;PICHINCHA;Ordinario;UNIDAD EDUCATIVA PICHINCHA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H03003;-79,82270084;-1,045535001
1180;Zona 4;13D09;MANABI;PAJAN;CASCOL;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA FISCAL “PROVINCIA DE MANABÍ”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;13H02919;-80,46805555;-1,692611107
1181;Zona 4;13D09;MANABI;PAJAN;CASCOL;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA FISCAL “MANUEL INOCENCIO PARRALES Y GUALE”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;13H02928;-80,45825;-1,665166665
1182;Zona 4;13D09;MANABI;PAJAN;CASCOL;Ordinario;UNIDAD EDUCATIVA FISCAL “PICHINCHA”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H02947;-80,49322222;-1,760166665
1183;Zona 4;13D09;MANABI;PAJAN;LASCANO;Ordinario;UNIDAD EDUCATIVA 27 DE OCTUBRE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;13H02983;-80,22754082;-1,531105467
1184;Zona 4;13D10;MANABI;JAMA;JAMA;Ordinario;UNIDAD EDUCATIVA JAMA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H04195;-80,26506174;-0,19807452
1185;Zona 4;13D10;MANABI;PEDERNALES;COJIMIES;Ordinario;UNIDAD EDUCATIVA SUCRE MIELES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;13H03943;-80,03863885;0,362777752
1186;Zona 4;13D10;MANABI;PEDERNALES;COJIMIES;Ordinario;UNIDAD EDUCATIVA MURACUMBO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;13H03947;-79,98627778;0,132583319
1187;Zona 4;13D10;MANABI;PEDERNALES;DIEZ DE AGOSTO;Ordinario;UNIDAD EDUCATIVA JUAN MONTALVO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H04021;-80,07125;-0,140000003
1188;Zona 4;13D10;MANABI;PEDERNALES;DIEZ DE AGOSTO;Ordinario;UNIDAD EDUCATIVA SANTA TERESA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H05398;-79,99742555;-0,099306101
1189;Zona 4;13D12;MANABI;ROCAFUERTE;ROCAFUERTE;Ordinario;UNIDAD EDUCATIVA JOSE ALEJANDRO BERMUDEZ FARIAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H03109;-80,38529158;-0,877990239
1190;Zona 4;13D12;MANABI;ROCAFUERTE;ROCAFUERTE;Ordinario;CENTRO DE EDUCACION INICIAL CRUZ BENIGNA ALCIVAR MARQUINEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial;2028;Fiscal;13H03152;-80,45225402;-0,921906532
1191;Zona 4;13D12;MANABI;ROCAFUERTE;ROCAFUERTE;Ordinario;UNIDAD EDUCATIVA FISCAL “FEDERICO GONZALES SUAREZ”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H03179;-80,4380267;-0,965709163
1192;Zona 4;13D12;MANABI;ROCAFUERTE;ROCAFUERTE;Ordinario;"UNIDAD EDUCATIVA ""VICENTE ROCAFUERTE""";FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H03186;-80,45896848;-0,886768134
1193;Zona 4;13D12;MANABI;TOSAGUA;TOSAGUA;Ordinario;UNIDAD EDUCATIVA “JOSÉ MARÍA HUERTA”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;13H03626;-80,24344863;-0,762792813
1194;Zona 4;13D12;MANABI;TOSAGUA;TOSAGUA;Ordinario;UNIDAD EDUCATIVA FISCAL “EUGENIO ESPEJO”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;13H03632;-80,23244168;-0,78698701
1195;Zona 4;13D12;MANABI;TOSAGUA;TOSAGUA;Ordinario;UNIDAD EDUCATIVA “TOSAGUA”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;13H03638;-80,23848931;-0,782255968
1196;Zona 4;23D03;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA;Ordinario;UNIDAD EDUCATIVA PROVINCIA DE PICHINCHA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;23H00382;-79,39226802;-0,000963673
1197;Zona 5;02D01;BOLIVAR;GUARANDA;SANTA FE (SANTA FE);Ordinario;UNIDAD EDUCATIVA 23 DE ABRIL;FISCAL;Intercultural;PRESENCIAL;SIERRA;Pluridocente mayor;Rural;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;02H00180;-79,01363662;-1,613141969
1198;Zona 5;02D02;BOLIVAR;CHILLANES;SAN JOSE DEL TAMBO (TAMBOPAMBA);Ordinario;EEB DARIO C. GUEVARA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;02H00333;-79,23755127;-1,955687586
1199;Zona 5;09D13;GUAYAS;BALZAR;BALZAR;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA DIECINUEVE DE MAYO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H02967;-79,90593269;-1,373371845
1200;Zona 5;09D13;GUAYAS;BALZAR;BALZAR;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA VICTOR MANUEL RENDON;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H03070;-79,90212531;-1,365925566
1201;Zona 5;09D13;GUAYAS;PALESTINA;PALESTINA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ROSA BORJA DE ICAZA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H04448;-79,98100586;-1,629410788
1202;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;ESCUELA DE EDUCACION BASICA RIO PEDRO CARBO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H04523;-80,23976726;-1,819419401
1203;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;ESCUELA DE EDUCACION BASICA DAULE PERIPA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H03972;-79,75036602;-0,932610807
1204;Zona 5;09D17;GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);Ordinario;ESCUELA DE EDUCACIÓN BÁSICA MIGUEL ANDRADE MANRIQUE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H04242;-79,53562638;-2,053309949
1205;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ALFONSO ARAUZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;09H04175;-79,57852303;-2,202536165
1206;Zona 5;09D19;GUAYAS;DAULE;LAUREL;Ordinario;ESCUELA DE EDUCACION BASICA PADRE JUAN DE VELASCO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H03371;-79,90784794;-1,784910988
1207;Zona 5;09D20;GUAYAS;SALITRE;JUNQUILLAL;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA OTTO AROSEMENA GÓMEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H04924;-79,86468904;-1,716509997
1208;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO (CONE);Ordinario;ESCUELA DE EDUCACIÓN BÁSICA MEDARDO ANGEL SILVA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H05028;-79,68299147;-2,186885744
1209;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;ESCUELA DE EDUCACION BASICA VICTOR LAZO ALARCON;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H05042;-79,65676523;-2,246738165
1210;Zona 5;09D21;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;ESCUELA DE EDUCACION BASICA LIBERTADOR BOLIVAR;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;09H05831;-79,67978941;-2,279012894
1211;Zona 5;12D01;LOS RIOS;BABA;BABA;Ordinario;ESCUELA DE EDUCACION BASICA MIGUEL DE CERVANTES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H00427;-79,67709924;-1,783944519
1212;Zona 5;12D01;LOS RIOS;BABAHOYO;PIMOCHA;Ordinario;ESCUELA DE EDUCACION BASICA CARLOS DARWIN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;12H00311;-79,5457244;-1,702057149
1213;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;ESCUELA DE EDUCACION BASICA TULCAN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H00530;-79,27871257;-1,704096726
1214;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;ESCUELA DE EDUCACION BASICA JUAN LEON MERA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H00544;-79,28748538;-1,791316914
1215;Zona 5;12D01;LOS RIOS;MONTALVO;MONTALVO;Ordinario;UNIDAD EDUCATIVA “FEDERICO GONZÁLEZ SUÁREZ”;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H00598;-79,28773685;-1,791498013
1216;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA MOCACHE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01897;-79,50086601;-1,18141464
1217;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;ESCUELA DE EDUCACION BASICA MARIA CORDERO LEÓN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01905;-79,51267112;-1,187071577
1218;Zona 5;12D03;LOS RIOS;MOCACHE;MOCACHE;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ANTONIO PARRA VELASCO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01949;-79,51794347;-1,084184694
1219;Zona 5;12D04;LOS RIOS;QUINSALOMA;QUINSALOMA;Ordinario;ESCUELA DE EDUCACION BASICA VICTOR MANUEL VILLAMARIN GOMEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01175;-79,30990874;-1,204464255
1220;Zona 5;12D04;LOS RIOS;VENTANAS;VENTANAS;Ordinario;ESCUELA DE EDUCACION BASICA 10 DE NOVIEMBRE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01135;-79,46412652;-1,443073454
1221;Zona 5;12D05;LOS RIOS;VINCES;ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES);Ordinario;ESCUELA DE EDUCACION BASICA VICTOR MERCANTE;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;12H01419;-79,80144126;-1,641323438
1222;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;ESCUELA EDUCACION BASICA CATORCE DE JUNIO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01379;-79,75072019;-1,551682581
1223;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE VINCES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01387;-79,75578182;-1,564538673
1224;Zona 5;12D05;LOS RIOS;VINCES;VINCES CENTRAL;Ordinario;Escuela de Educación Básica Guayaquil;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01391;-79,74981853;-1,556575435
1225;Zona 5;12D06;LOS RIOS;VALENCIA;VALENCIA;Ordinario;RENE DESCARTES;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente menor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01774;-79,3635645;-0,692712237
1226;Zona 5;12D06;LOS RIOS;VALENCIA;LA NUEVA UNION;Ordinario;ELOY ALFARO;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01809;-79,33343643;-0,946117046
1227;Zona 5;12D06;LOS RIOS;VALENCIA;LA NUEVA UNION;Ordinario;JUAN SALINAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01851;-79,32709484;-0,943590863
1228;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;13 DE ABRIL;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01584;-79,49120963;-0,889989485
1229;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;REPUBLICA DE ALEMANIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;12H01614;-79,47137767;-0,729756779
1230;Zona 5;12D06;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;Ordinario;UNIDAD EDUCATIVA QUINTILIANO SÁNCHEZ RENDÓN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;12H01623;-79,49339765;-0,900391151
1231;Zona 5;24D01;SANTA ELENA;SANTA ELENA;CHANDUY;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ROBERTO ALEJANDRO NARVAEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;24H00118;-80,7198466;-2,356376426
1232;Zona 5;24D01;SANTA ELENA;SANTA ELENA;COLONCHE;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA LUIS EDUARDO ROSALES SANTOS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;24H00074;-80,67669945;-1,985221324
1233;Zona 5;24D01;SANTA ELENA;SANTA ELENA;SAN JOSE DE ANCON;Ordinario;ESCUELA DE EDUCACIÓN ADOLFO JURADO GONZALEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;24H00176;-80,84857913;-2,291260198
1234;Zona 5;24D02;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;Ordinario;UNIDAD EDUCATIVA JOSÉ PEDRO VARELA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica y Bachillerato;2028;Fiscal;24H00257;-80,90403036;-2,228637497
1235;Zona 7;07D01;EL ORO;EL GUABO;BARBONES (SUCRE);Ordinario;ESCUELA DE EDUCACIÓN BÁSICA LUIS FELIPE BORJA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;07H00630;-79,82852783;-3,169250361
1236;Zona 7;07D01;EL ORO;EL GUABO;RIO BONITO;Ordinario;ESCUELA DE EDUCACION BASICA PROF. TULA PEREZ DE VALENCIA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;07H00672;-79,77136752;-3,112777191
1237;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;UNIDAD EDUCATIVA DR. JOSE MARIA VELASCO IBARRA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas;2028;Fiscal;07H00574;-79,82580561;-3,242861498
1238;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA GENERAL MANUEL SERRANO RENDA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00586;-79,83061115;-3,244917077
1239;Zona 7;07D01;EL ORO;EL GUABO;EL GUABO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA LUIS AGUILAR MARIN;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00621;-79,84233335;-3,257944819
1240;Zona 7;07D01;EL ORO;PASAJE;BUENAVISTA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA AURELIO PRIETO MUELAS;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;07H00870;-79,84638894;-3,360333752
1241;Zona 7;07D01;EL ORO;PASAJE;PROGRESO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA DR. LUIS POVEDA ORELLANA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Rural;Educación Inicial y Educación General Básica;2028;Fiscal;07H00886;-79,7589723;-3,291472694
1242;Zona 7;07D01;EL ORO;PASAJE;BOLIVAR;Ordinario;ESCUELA DE EDUCACION BASICA AMELIA TOBAR SUBIAGA;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00774;-79,80247224;-3,324333368
1243;Zona 7;07D01;EL ORO;PASAJE;BOLIVAR;Ordinario;ESCUELA DE EDUCACION BASICA JOHN F. KENNEDY;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00776;-79,80083342;-3,326750462
1244;Zona 7;07D01;EL ORO;PASAJE;TRES CERRITOS;Ordinario;ESCUELA DE EDUCACION BASICA EVA ESPERANZA BATALLAS DE FALQUEZ;FISCAL;Intercultural;PRESENCIAL;COSTA;Pluridocente mayor;Urbana;Educación Inicial y Educación General Básica;2028;Fiscal;07H00846;-79,78552779;-3,328222632
